datetime,Above Treeline,Treeline,Below Treeline,Summary_clean
2023-11-25,moderate,moderate,low,"You will find small and easy-to-trigger avalanches where winds layered recent snow over older snow. You can find these problematic spots below ridgelines, in gullies, and on most slopes with enough snow to look like enticing riding. Those spots will look filled-in, rounded, or like a pillow. You may see signs of instability like cracking or collapsing. The easiest way to avoid avalanches is to stick to slopes that did not have snow coverage before this storm. "
2023-11-25,moderate,moderate,low,"You will find small and easy-to-trigger avalanches where winds layered recent snow over older snow. You can find these problematic spots below ridgelines, in gullies, and on most slopes with enough snow to look like enticing riding. Those spots will look filled-in, rounded, or like a pillow. You may see signs of instability like cracking or collapsing. The easiest way to avoid avalanches is to stick to slopes that did not have snow coverage before this storm. "
2023-11-25,moderate,low,low,"New and wind-drifted snow has increased the avalanche danger above treeline. If you find hard, wind-drifted snow on high-elevation northerly-facing slopes, there is a chance you could trigger a small avalanche. Use caution traveling in steep gullies and areas just below ridgelines. A small slide with such shallow snow cover can be dangerous."
2023-11-25,moderate,moderate,low,"A potent winter storm is underway, favoring the La Plata Mountains to Wolf Creek Pass. New and wind-drifted snow increases avalanche hazard. You can trigger dangerous avalanches on steep slopes where you observe eight inches or more of fresh or drifted snow—northerly facing slopes near and above treeline where old snow persisted before the storm are the most dangerous. Cracking and collapsing are signs of unstable snow and indicate you are on a slope where old, weak snow sits below you.Traveling on slopes less than 30 degrees or slopes that did not have snow before this storm is a good way to keep yourself safe from avalanches while the snowpack adjusts to the new load."
2023-11-25,moderate,low,low,"Use caution on upper-elevation, northerly-facing slopes if you find firm surface snow or signs of recent drifting. These are the spots where you can trigger a small avalanche. You will find problematic spots below ridgelines, in gullies, or on slopes with enough snow to look like enticing riding. Those spots will look filled-in, rounded, or like a pillow. The easiest way to avoid avalanches is to stick to slopes that had minimal snow cover before this storm. "
2023-11-25,moderate,moderate,low,"Snow and wind are building thick slabs of snow on northerly and easterly-facing slopes at upper elevations. These are the slopes where you can trigger avalanches. Watch for, and avoid, steep slopes with freshly drifted snow. Those spots will look filled-in, rounded, or like a pillow. You may see signs of instability like cracking or collapsing. The easiest way to avoid avalanches is to stick to slopes that did not have snow coverage before this storm."
2023-11-25,considerable,considerable,moderate,You can trigger an avalanche where you find more than about 10 inches of drifted snow resting over old weak snow. The most dangerous slopes face north to northeast through east near and above treeline. Avalanches may break deeper and wider than you anticipate. Shooting cracks and audible collapses are warning signs and you should move to lower-angle or wind-sheltered terrain. Getting caught in even a small avalanche at this time of year could end badly if it carries you into rocks or other shallowly buried hazards.
2023-11-25,moderate,moderate,low,"You can trigger an avalanche where you find more than about eight inches of drifted snow resting over old weak snow. The most dangerous slopes face north to northeast through east near and above treeline. Avalanches may break wider than you anticipate.  Shooting cracks in drifted snow are a sign you should move to lower-angle or wind-sheltered terrain. Even a small, shallow avalanche can have dire consequences if you get carried over rocks or logs."
2023-11-25,low,low,low,A few inches of new snow will do little to increase the avalanche danger due to an already thin snow cover. You might trigger a small avalanche if you find wind-drifted snow on top of old snow on high-elevation northerly-facing slopes. Use caution traveling in steep gullies and areas close to ridgelines where going for a ride in a small slide with such shallow snow cover can be dangerous.
2023-11-26,moderate,moderate,low,"You can trigger an avalanche where you find more than about eight inches of drifted snow resting over old weak snow. The most dangerous slopes face north to northeast through east near and above treeline. Avalanches may break wider than you anticipate.  Shooting cracks in drifted snow are a sign you should move to lower-angle or wind-sheltered terrain. Even a small, shallow avalanche can have dire consequences if you get carried over rocks or logs."
